reference,gene_name
S4R416,S4R416
S4R414,S4R414
S4R411,S4R411
S4R410,S4R410
S4R408,S4R408
S4R407,S4R407
S4R406,S4R406
S4R405,S4R405
S4R404,S4R404
S4R403,S4R403
S4R402,S4R402
S4R401,S4R401
S4R400,S4R400
S4R3Z9,S4R3Z9
S4R3Z8,S4R3Z8
S4R3Z4,S4R3Z4
S4R3Z3,S4R3Z3
S4R3Z2,S4R3Z2
S4R3Z1,S4R3Z1
S4R3Z0,S4R3Z0
S4R3Y8,S4R3Y8
S4R3Y7,S4R3Y7
S4R3Y6,S4R3Y6
S4R3Y5,HMN11
S4R3Y4,S4R3Y4
S4R3Y2,S4R3Y2
S4R3Y1,S4R3Y1
S4R3Y0,S4R3Y0
S4R3X9,S4R3X9
S4R3X5,S4R3X5
S4R3X3,S4R3X3
S4R3X0,S4R3X0
S4R3W9,S4R3W9
S4R3W8,S4R3W8
S4R3W7,S4R3W7
S4R3W6,S4R3W6
S4R3W3,S4R3W3
S4R3W2,S4R3W2
S4R3W1,S4R3W1
S4R3W0,S4R3W0
S4R3V9,S4R3V9
S4R3V8,S4R3V8
S4R3V7,S4R3V7
S4R3V4,S4R3V4
S4R3V3,S4R3V3
S4R3V1,S4R3V1
S4R3U9,S4R3U9
S4R3U8,S4R3U8
S4R3U7,S4R3U7
S4R3U6,S4R3U6
S4R3U5,S4R3U5
S4R3U4,S4R3U4
S4R3U3,S4R3U3
S4R3U2,S4R3U2
S4R3U1,S4R3U1
S4R3U0,S4R3U0
S4R3T9,S4R3T9
S4R3T8,S4R3T8
S4R3T7,S4R3T7
S4R3T6,S4R3T6
S4R3T5,S4R3T5
S4R3T4,S4R3T4
S4R3T3,S4R3T3
S4R3T2,S4R3T2
S4R3T0,S4R3T0
S4R3S9,S4R3S9
S4R3S8,S4R3S8
S4R3S7,S4R3S7
S4R3S6,S4R3S6
S4R3S5,S4R3S5
S4R3S4,S4R3S4
S4R3S3,S4R3S3
S4R3S1,S4R3S1
S4R3R9,S4R3R9
S4R3R8,S4R3R8
S4R3R6,S4R3R6
S4R3R4,S4R3R4
S4R3R3,S4R3R3
S4R3R2,S4R3R2
S4R3Q7,S4R3Q7
S4R3Q6,S4R3Q6
S4R3Q4,S4R3Q4
S4R3Q3,S4R3Q3
S4R3Q2,S4R3Q2
S4R3Q1,S4R3Q1
S4R3Q0,S4R3Q0
S4R3P9,S4R3P9
S4R3P7,S4R3P7
S4R3P6,S4R3P6
S4R3P5,S4R3P5
S4R3P4,S4R3P4
S4R3P3,S4R3P3
S4R3P2,S4R3P2
S4R3P1,HMN13
S4R3P0,S4R3P0
S4R3N9,S4R3N9
S4R3N8,S4R3N8
S4R3N7,S4R3N7
S4R3N6,S4R3N6
S4R3N3,S4R3N3
S4R3N2,S4R3N2
S4R3N1,S4R3N1
S4R3N0,S4R3N0
S4R3M9,S4R3M9
S4R3M8,S4R3M8
S4R3M7,S4R3M7
S4R3M5,S4R3M5
S4R3M3,S4R3M3
S4R3M2,S4R3M2
S4R3M1,S4R3M1
S4R3L9,S4R3L9
S4R3L8,S4R3L8
S4R3L7,S4R3L7
S4R3L5,S4R3L5
S4R3L4,S4R3L4
S4R3L2,S4R3L2
S4R3L1,S4R3L1
S4R3L0,S4R3L0
S4R3K9,S4R3K9
S4R3K8,S4R3K8
S4R3K7,S4R3K7
S4R3K6,S4R3K6
S4R3K5,S4R3K5
S4R3K4,S4R3K4
S4R3K3,S4R3K3
S4R3K1,S4R3K1
S4R3K0,S4R3K0
S4R3J9,S4R3J9
S4R3J8,S4R3J8
S4R3J7,S4R3J7
S4R3J6,S4R3J6
S4R3J5,S4R3J5
S4R3J2,S4R3J2
S4R3J0,S4R3J0
S4R3I7,S4R3I7
S4R3I5,S4R3I5
S4R3I3,S4R3I3
S4R3I2,S4R3I2
S4R3I1,S4R3I1
S4R3H8,S4R3H8
S4R3H7,S4R3H7
S4R3H6,S4R3H6
S4R3H4,S4R3H4
S4R3H3,S4R3H3
S4R3H1,S4R3H1
S4R3G8,S4R3G8
S4R3G7,S4R3G7
S4R3G6,S4R3G6
S4R3G5,S4R3G5
S4R3G4,S4R3G4
S4R3G2,S4R3G2
S4R3G1,S4R3G1
S4R3G0,S4R3G0
S4R3F9,S4R3F9
S4R3F8,S4R3F8
S4R3F7,S4R3F7
S4R3F6,S4R3F6
S4R3F5,S4R3F5
S4R3F4,S4R3F4
S4R3F2,S4R3F2
S4R3E9,S4R3E9
S4R3E7,S4R3E7
S4R3E6,S4R3E6
S4R3E5,S4R3E5
S4R3E3,S4R3E3
S4R3E2,S4R3E2
S4R3E1,S4R3E1
S4R3D8,S4R3D8
S4R3D7,S4R3D7
S4R3D6,S4R3D6
S4R3D5,S4R3D5
S4R3D3,S4R3D3
S4R3D2,S4R3D2
S4R3D1,S4R3D1
S4R3D0,S4R3D0
S4R3C8,S4R3C8
S4R3C7,S4R3C7
S4R3C6,S4R3C6
S4R3C5,S4R3C5
S4R3C4,S4R3C4
S4R3C3,S4R3C3
S4R3C2,S4R3C2
S4R3C1,S4R3C1
S4R3C0,S4R3C0
S4R3B9,S4R3B9
S4R3B8,S4R3B8
S4R3B7,S4R3B7
S4R3B5,S4R3B5
S4R3B4,S4R3B4
S4R3B3,S4R3B3
S4R3B2,S4R3B2
S4R3B1,S4R3B1
S4R3B0,S4R3B0
S4R3A9,S4R3A9
S4R3A7,S4R3A7
S4R3A6,S4R3A6
S4R3A5,S4R3A5
S4R3A4,S4R3A4
S4R3A3,S4R3A3
S4R3A2,S4R3A2
S4R3A1,S4R3A1
S4R399,S4R399
S4R398,S4R398
S4R396,S4R396
S4R393,S4R393
S4R390,S4R390
S4R388,S4R388
S4R387,S4R387
S4R386,S4R386
S4R385,S4R385
S4R384,S4R384
S4R383,S4R383
S4R381,S4R381
S4R380,S4R380
S4R378,S4R378
S4R377,S4R377
S4R373,S4R373
S4R371,S4R371
S4R370,S4R370
S4R369,S4R369
S4R368,S4R368
S4R367,S4R367
S4R365,S4R365
S4R364,S4R364
S4R363,S4R363
S4R360,S4R360
S4R359,S4R359
S4R357,S4R357
S4R355,S4R355
S4R354,S4R354
S4R353,S4R353
S4R352,S4R352
S4R351,S4R351
S4R350,S4R350
S4R349,S4R349
S4R348,S4R348
S4R347,S4R347
S4R345,S4R345
S4R344,S4R344
S4R343,S4R343
S4R342,S4R342
S4R341,S4R341
S4R340,S4R340
S4R339,S4R339
S4R338,S4R338
S4R337,S4R337
S4R334,S4R334
S4R332,S4R332
S4R331,S4R331
S4R329,S4R329
S4R328,S4R328
S4R327,S4R327
S4R325,S4R325
S4R324,S4R324
S4R323,S4R323
S4R322,S4R322
S4R320,S4R320
S4R319,S4R319
S4R314,S4R314
S4R313,S4R313
S4R311,S4R311
S4R310,S4R310
S4R308,S4R308
S4R307,S4R307
S4R306,S4R306
S4R305,S4R305
S4R303,S4R303
S4R302,S4R302
S4R300,S4R300
S4R2Z9,S4R2Z9
S4R2Z8,S4R2Z8
S4R2Z7,S4R2Z7
S4R2Z6,S4R2Z6
S4R2Z4,S4R2Z4
S4R2Z2,S4R2Z2
S4R2Z0,S4R2Z0
S4R2Y9,S4R2Y9
S4R2Y7,S4R2Y7
S4R2Y6,S4R2Y6
S4R2Y5,S4R2Y5
S4R2Y4,S4R2Y4
S4R2Y3,S4R2Y3
S4R2Y1,S4R2Y1
S4R2X9,S4R2X9
S4R2X8,S4R2X8
S4R2X7,S4R2X7
S4R2X6,S4R2X6
S4R2X4,S4R2X4
S4R2X2,S4R2X2
S4R2X1,S4R2X1
S4R2X0,S4R2X0
R9WNI0,R9WNI0
R9R4D9,R9R4D9
R4GRW0,R4GRW0
R4GNJ7,R4GNJ7
R4GNJ6,R4GNJ6
R4GNJ5,R4GNJ5
R4GNJ3,R4GNJ3
R4GNJ2,R4GNJ2
R4GNJ0,R4GNJ0
R4GNI9,R4GNI9
R4GNI6,R4GNI6
R4GNI5,R4GNI5
R4GNI4,R4GNI4
R4GNI3,R4GNI3
R4GNI0,R4GNI0
R4GNH9,R4GNH9
R4GNH6,R4GNH6
R4GNH5,R4GNH5
R4GNH4,R4GNH4
R4GNH3,R4GNH3
R4GNH2,R4GNH2
R4GNH1,R4GNH1
R4GNH0,R4GNH0
R4GNG9,R4GNG9
R4GNG8,R4GNG8
R4GNG7,R4GNG7
R4GNG6,R4GNG6
R4GNG4,R4GNG4
R4GNG3,R4GNG3
R4GNG2,R4GNG2
R4GNG1,R4GNG1
R4GNF9,R4GNF9
R4GNF8,R4GNF8
R4GNF7,R4GNF7
R4GNF6,R4GNF6
R4GNF5,R4GNF5
R4GNF4,R4GNF4
R4GNF3,R4GNF3
R4GNF2,R4GNF2
R4GNF1,R4GNF1
R4GNF0,R4GNF0
R4GNE8,R4GNE8
R4GNE6,R4GNE6
R4GNE4,R4GNE4
R4GNE3,R4GNE3
R4GNE2,R4GNE2
R4GNE1,R4GNE1
R4GND7,R4GND7
R4GND5,R4GND5
R4GND4,R4GND4
R4GND3,R4GND3
R4GND2,R4GND2
R4GND1,R4GND1
R4GND0,R4GND0
R4GNC7,R4GNC7
R4GNC5,R4GNC5
R4GNC4,R4GNC4
R4GNC3,R4GNC3
R4GNC2,R4GNC2
R4GNC1,R4GNC1
R4GNC0,R4GNC0
R4GNB9,R4GNB9
R4GNB6,R4GNB6
R4GNB3,R4GNB3
R4GNB1,R4GNB1
R4GNB0,R4GNB0
R4GNA9,R4GNA9
R4GNA8,R4GNA8
R4GNA6,R4GNA6
R4GNA5,R4GNA5
R4GNA4,R4GNA4
R4GNA3,R4GNA3
R4GNA2,R4GNA2
R4GNA1,R4GNA1
R4GN99,R4GN99
R4GN98,R4GN98
R4GN97,R4GN97
R4GN95,R4GN95
R4GN94,R4GN94
R4GN93,R4GN93
R4GN92,R4GN92
R4GN91,R4GN91
R4GN90,R4GN90
R4GN89,R4GN89
R4GN86,R4GN86
R4GN85,R4GN85
R4GN84,R4GN84
R4GN83,R4GN83
R4GN82,R4GN82
R4GN79,R4GN79
R4GN78,R4GN78
R4GN77,R4GN77
R4GN76,R4GN76
R4GN75,R4GN75
R4GN74,R4GN74
R4GN73,R4GN73
R4GN72,R4GN72
R4GN71,R4GN71
R4GN70,R4GN70
R4GN69,R4GN69
R4GN68,R4GN68
R4GN67,R4GN67
R4GN66,R4GN66
R4GN65,R4GN65
R4GN64,R4GN64
R4GN63,R4GN63
R4GN62,R4GN62
R4GN61,R4GN61
R4GN60,R4GN60
R4GN59,R4GN59
R4GN58,R4GN58
R4GN57,R4GN57
R4GN54,R4GN54
R4GN53,R4GN53
R4GN52,R4GN52
R4GN49,R4GN49
R4GN48,R4GN48
R4GN47,R4GN47
R4GN46,R4GN46
R4GN45,R4GN45
R4GN43,R4GN43
R4GN42,R4GN42
R4GN40,R4GN40
R4GN38,R4GN38
R4GN37,R4GN37
R4GN36,R4GN36
R4GN33,R4GN33
R4GN32,R4GN32
R4GN29,R4GN29
R4GN25,R4GN25
R4GN21,R4GN21
R4GN19,R4GN19
R4GN18,R4GN18
R4GN17,R4GN17
R4GN16,R4GN16
R4GN15,R4GN15
R4GN13,R4GN13
R4GN12,R4GN12
R4GN11,R4GN11
R4GN09,R4GN09
R4GN08,R4GN08
R4GN07,R4GN07
R4GN06,R4GN06
R4GN05,R4GN05
R4GN04,R4GN04
R4GN03,R4GN03
R4GN02,R4GN02
R4GN01,R4GN01
R4GMZ9,R4GMZ9
R4GMZ8,R4GMZ8
R4GMZ7,R4GMZ7
R4GMZ4,R4GMZ4
R4GMZ2,R4GMZ2
R4GMZ1,R4GMZ1
R4GMY9,R4GMY9
R4GMY8,R4GMY8
R4GMY7,R4GMY7
R4GMY6,R4GMY6
R4GMY5,R4GMY5
R4GMY4,R4GMY4
R4GMY3,R4GMY3
R4GMY2,R4GMY2
R4GMY1,R4GMY1
R4GMY0,R4GMY0
R4GMX9,R4GMX9
R4GMX8,R4GMX8
R4GMX7,R4GMX7
R4GMX6,R4GMX6
R4GMX5,R4GMX5
R4GMX4,R4GMX4
R4GMX3,R4GMX3
R4GMX2,R4GMX2
R4GMX1,R4GMX1
R4GMW8,R4GMW8
R4GMW6,R4GMW6
R4GMW5,R4GMW5
R4GMW4,R4GMW4
R4GMW3,R4GMW3
R4GMW2,R4GMW2
R4GMW1,R4GMW1
R4GMW0,R4GMW0
R4GMV9,R4GMV9
R4GMV7,R4GMV7
R4GMV5,R4GMV5
R4GMV4,R4GMV4
R4GMV2,R4GMV2
R4GMV1,R4GMV1
R4GMU8,R4GMU8
R4GMU7,R4GMU7
R4GMU6,R4GMU6
R4GMU5,R4GMU5
R4GMU4,R4GMU4
R4GMU3,R4GMU3
R4GMU2,R4GMU2
R4GMU0,R4GMU0
R4GMT7,R4GMT7
R4GMT5,R4GMT5
R4GMT4,R4GMT4
R4GMT3,R4GMT3
R4GMT2,R4GMT2
R4GMT1,R4GMT1
R4GMT0,R4GMT0
R4GMS9,R4GMS9
R4GMS8,R4GMS8
R4GMS7,R4GMS7
R4GMS6,R4GMS6
R4GMS5,R4GMS5
R4GMS4,R4GMS4
R4GMS3,R4GMS3
R4GMS2,R4GMS2
R4GMR9,R4GMR9
R4GMR8,R4GMR8
R4GMR7,R4GMR7
R4GMR6,R4GMR6
R4GMR5,R4GMR5
R4GMR4,R4GMR4
R4GMR2,R4GMR2
R4GMQ9,R4GMQ9
R4GMQ8,R4GMQ8
R4GMQ7,R4GMQ7
R4GMQ5,R4GMQ5
R4GMQ4,R4GMQ4
R4GMQ3,R4GMQ3
R4GMQ2,R4GMQ2
R4GMQ1,R4GMQ1
R4GMQ0,R4GMQ0
R4GMP9,R4GMP9
R4GMP8,R4GMP8
R4GMP5,R4GMP5
R4GMP4,R4GMP4
R4GMP0,R4GMP0
R4GMN8,R4GMN8
R4GMN5,R4GMN5
R4GMN4,R4GMN4
R4GMN3,R4GMN3
R4GMN2,R4GMN2
R4GMN1,R4GMN1
R4GMN0,R4GMN0
R4GMM9,R4GMM9
R4GMM8,R4GMM8
R4GMM7,R4GMM7
R4GMM6,R4GMM6
R4GMM5,R4GMM5
R4GMM4,R4GMM4
R4GMM2,R4GMM2
R4GMM1,R4GMM1
R4GMM0,R4GMM0
Q9YNA8,GAK19
Q9Y6Z7,COL10
Q9Y6Z5,AFDDT
Q9Y6Z4,KIAS1
Q9Y6Z2,CF123
Q9Y6Y9,LY96
Q9Y6Y8,S23IP
Q9Y6Y1,CMTA1
Q9Y6Y0,NS1BP
Q9Y6X9,MORC2
Q9Y6X8,ZHX2
Q9Y6X6,MYO16
Q9Y6X5,ENPP4
Q9Y6X4,F169A
Q9Y6X3,SCC4
Q9Y6X2,PIAS3
Q9Y6X1,SERP1
Q9Y6X0,SETBP
Q9Y6W8,ICOS
Q9Y6W6,DUS10
Q9Y6W5,WASF2
Q9Y6W3,CAN7
Q9Y6V7,DDX49
Q9Y6V0,PCLO
Q9Y6U7,RN215
Q9Y6U3,ADSV
Q9Y6T7,DGKB
Q9Y6S9,RPKL1
Q9Y6R9,CCD61
Q9Y6R7,FCGBP
Q9Y6R6,Z780B
Q9Y6R4,M3K4
Q9Y6R1,S4A4
Q9Y6R0,NUMBL
Q9Y6Q9,NCOA3
Q9Y6Q6,TNR11
Q9Y6Q5,AP1M2
Q9Y6Q3,ZFP37
Q9Y6Q2,STON1
Q9Y6Q1,CAN6
Q9Y6P5,SESN1
Q9Y6N9,USH1C
Q9Y6N8,CAD10
Q9Y6N7,ROBO1
Q9Y6N6,LAMC3
Q9Y6N5,SQOR
Q9Y6N3,CLCA3
Q9Y6N1,COX11
Q9Y6M9,NDUB9
Q9Y6M7,S4A7
Q9Y6M5,ZNT1
Q9Y6M4,KC1G3
Q9Y6M1,IF2B2
Q9Y6M0,TEST
Q9Y6L7,TLL2
Q9Y6L6,SO1B1
Q9Y6K9,NEMO
Q9Y6K8,KAD5
Q9Y6K5,OAS3
Q9Y6K1,DNM3A
Q9Y6K0,CEPT1
Q9Y6J9,TAF6L
Q9Y6J8,STYL1
Q9Y6J6,KCNE2
Q9Y6J3,SMA5O
Q9Y6J0,CABIN
Q9Y6I9,TX264
Q9Y6I8,PXMP4
Q9Y6I7,WSB1
Q9Y6I4,UBP3
Q9Y6I3,EPN1
Q9Y6I0,VPK6
Q9Y6H8,CXA3
Q9Y6H6,KCNE3
Q9Y6H5,SNCAP
Q9Y6H3,ATP23
Q9Y6H1,CHCH2
Q9Y6G9,DC1L1
Q9Y6G5,COMDA
Q9Y6G3,RM42
Q9Y6G1,TM14A
Q9Y6F9,WNT6
Q9Y6F8,CDY1
Q9Y6F7,CDY2
Q9Y6F6,IRAG1
Q9Y6F1,PARP3
Q9Y6E7,SIR4
Q9Y6E2,BZW2
Q9Y6E0,STK24
Q9Y6D9,MD1L1
Q9Y6D6,BIG1
Q9Y6D5,BIG2
Q9Y6D0,SELK
Q9Y6C9,MTCH2
Q9Y6C7,L3R2A
Q9Y6C5,PTC2
Q9Y6C2,EMIL1
Q9Y6B7,AP4B1
Q9Y6B6,SAR1B
Q9Y6B2,EID1
Q9Y6A9,SPCS1
Q9Y6A5,TACC3
Q9Y6A4,CFA20
Q9Y6A2,CP46A
Q9Y6A1,POMT1
Q9Y698,CCG2
Q9Y697,NFS1
Q9Y696,CLIC4
Q9Y694,S22A7
Q9Y693,LHPL6
Q9Y692,GMEB1
Q9Y691,KCMB2
Q9Y689,ARL5A
Q9Y680,FKBP7
Q9Y679,AUP1
Q9Y678,COPG1
Q9Y676,RT18B
Q9Y675,SNURF
Q9Y673,ALG5
Q9Y672,ALG6
Q9Y666,S12A7
Q9Y664,KPTN
Q9Y663,HS3SA
Q9Y662,HS3SB
Q9Y661,HS3S4
Q9Y657,SPIN1
Q9Y653,AGRG1
Q9Y651,SOX21
Q9Y646,CBPQ
Q9Y644,RFNG
Q9Y639,NPTN
Q9Y625,GPC6
Q9Y624,JAM1
Q9Y623,MYH4
Q9Y620,RA54B
Q9Y619,ORNT1
Q9Y618,NCOR2
Q9Y617,SERC
Q9Y616,IRAK3
Q9Y615,ACL7A
Q9Y614,ACL7B
Q9Y613,FHOD1
Q9Y608,LRRF2
Q9Y606,TRUA
Q9Y605,MOFA1
Q9Y603,ETV7
Q9Y602,Q9Y602
Q9Y600,CSAD
Q9Y5Z9,UBIA1
Q9Y5Z7,HCFC2
Q9Y5Z6,B3GT1
Q9Y5Z4,HEBP2
Q9Y5Z0,BACE2
Q9Y5Y9,SCNAA
Q9Y5Y7,LYVE1
Q9Y5Y6,ST14
Q9Y5Y5,PEX16
Q9Y5Y4,PD2R2
Q9Y5Y3,GPR45
Q9Y5Y2,NUBP2
Q9Y5Y0,FLVC1
Q9Y5X9,LIPE
Q9Y5X5,NPFF2
Q9Y5X4,NR2E3
Q9Y5X3,SNX5
Q9Y5X2,SNX8
Q9Y5X1,SNX9
Q9Y5X0,SNX10
Q9Y5W9,SNX11
Q9Y5W8,SNX13
Q9Y5W7,SNX14
Q9Y5W5,WIF1
Q9Y5W3,KLF2
Q9Y5V3,MAGD1
Q9Y5V0,ZN706
Q9Y5U9,IR3IP
Q9Y5U8,MPC1
Q9Y5U5,TNR18
Q9Y5U4,INSI2
Q9Y5U2,TSSC4
Q9Y5T5,UBP16
Q9Y5T4,DJC15
Q9Y5S9,RBM8A
Q9Y5S8,NOX1
Q9Y5S2,MRCKB
Q9Y5S1,TRPV2
Q9Y5R8,TPPC1
Q9Y5R6,DMRT1
Q9Y5R5,DMRT2
Q9Y5R4,HEMK1
Q9Y5R2,MMP24
Q9Y5Q9,TF3C3
Q9Y5Q8,TF3C5
Q9Y5Q6,INSL5
Q9Y5Q5,CORIN
Q9Y5Q3,MAFB
Q9Y5Q0,FADS3
Q9Y5P8,P2R3B
Q9Y5P6,GMPPB
Q9Y5P4,CERT
Q9Y5P3,RAI2
Q9Y5P2,CSAG2
Q9Y5P1,O51B2
Q9Y5P0,O51B4
Q9Y5N6,ORC6
Q9Y5N5,N6MT1
Q9Y5N1,HRH3
Q9Y5M8,SRPRB
Q9Y5M6,TISR
Q9Y5M1,F215A
Q9Y5L5,LENEP
Q9Y5L4,TIM13
Q9Y5L3,ENTP2
Q9Y5L2,HLPDA
Q9Y5L0,TNPO3
Q9Y5K8,VATD
Q9Y5K6,CD2AP
Q9Y5K5,UCHL5
Q9Y5K3,PCY1B
Q9Y5K2,KLK4
Q9Y5K1,SPO11
Q9Y5J9,TIM8B
Q9Y5J7,TIM9
Q9Y5J6,T10B
Q9Y5J5,PHLA3
Q9Y5J3,HEY1
Q9Y5J1,UTP18
Q9Y5I7,CLD16
Q9Y5I4,PCDC2
Q9Y5I3,PCDA1
Q9Y5I2,PCDAA
Q9Y5I1,PCDAB
Q9Y5I0,PCDAD
Q9Y5H9,PCDA2
Q9Y5H8,PCDA3
Q9Y5H7,PCDA5
Q9Y5H6,PCDA8
Q9Y5H5,PCDA9
Q9Y5H4,PCDG1
Q9Y5H3,PCDGA
Q9Y5H2,PCDGB
Q9Y5H1,PCDG2
Q9Y5H0,PCDG3
Q9Y5G9,PCDG4
Q9Y5G8,PCDG5
Q9Y5G7,PCDG6
Q9Y5G6,PCDG7
Q9Y5G5,PCDG8
Q9Y5G4,PCDG9
Q9Y5G3,PCDGD
Q9Y5G2,PCDGE
Q9Y5G1,PCDGF
Q9Y5G0,PCDGH
Q9Y5F9,PCDGI
Q9Y5F8,PCDGJ
Q9Y5F7,PCDGL
Q9Y5F6,PCDGM
Q9Y5F3,PCDB1
Q9Y5F2,PCDBB
Q9Y5F1,PCDBC
Q9Y5F0,PCDBD
Q9Y5E9,PCDBE
Q9Y5E8,PCDBF
Q9Y5E7,PCDB2
Q9Y5E6,PCDB3
Q9Y5E5,PCDB4
Q9Y5E4,PCDB5
Q9Y5E3,PCDB6
Q9Y5E2,PCDB7
Q9Y5E1,PCDB9
Q9Y5C1,ANGL3
Q9Y5B9,SP16H
Q9Y5B8,NDK7
Q9Y5B6,PAXB1
Q9Y5B0,CTDP1
Q9Y5A9,YTHD2
Q9Y5A7,NUB1
Q9Y5A6,ZSC21
Q9Y597,KCTD3
Q9Y592,CEP83
Q9Y587,AP4S1
Q9Y586,MB212
Q9Y585,OR1A2
Q9Y584,TIM22
Q9Y581,INSL6
Q9Y580,RBM7
Q9Y577,TRI17
Q9Y576,ASB1
Q9Y575,ASB3
Q9Y574,ASB4
Q9Y573,IPP
Q9Y572,RIPK3
Q9Y570,PPME1
Q9Y566,SHAN1
Q9Y561,LRP12
Q9Y548,YIPF1
Q9Y547,IFT25
Q9Y546,LRC42
Q9Y543,HES2
Q9Y536,PAL4A
Q9Y535,RPC8
Q9Y534,CSDC2
Q9Y530,OARD1
Q9Y520,PRC2C
Q9Y519,T184B
Q9Y512,SAM50
Q9Y508,RN114
Q9Y4Z2,NGN3
Q9Y4Z0,LSM4
Q9Y4Y9,LSM5
Q9Y4X5,ARI1
Q9Y4X4,KLF12
Q9Y4X3,CCL27
Q9Y4X1,UD2A1
Q9Y4X0,AMMR1
Q9Y4W6,AFG32
Q9Y4W2,LAS1L
Q9Y4U1,MMAC
Q9Y4R8,TELO2
Q9Y4R7,TTLL3
Q9Y4P9,SPEF1
Q9Y4P8,WIPI2
Q9Y4P3,TBL2
Q9Y4P1,ATG4B
Q9Y4M8,CH071
Q9Y4L5,RN115
Q9Y4L1,HYOU1
Q9Y4K4,M4K5
Q9Y4K3,TRAF6
Q9Y4K1,CRBG1
Q9Y4K0,LOXL2
Q9Y4J8,DTNA
Q9Y4I5,MTL5
Q9Y4I1,MYO5A
Q9Y4H5,Q9Y4H5
Q9Y4H4,GPSM3
Q9Y4H2,IRS2
Q9Y4G8,RPGF2
Q9Y4G6,TLN2
Q9Y4G2,PKHM1
Q9Y4F9,RIPR2
Q9Y4F5,C170B
Q9Y4F4,TGRM1
Q9Y4F3,MARF1
Q9Y4F1,FARP1
Q9Y4E8,UBP15
Q9Y4E6,WDR7
Q9Y4E5,ZN451
Q9Y4E1,WAC2C
Q9Y4D8,HECD4
Q9Y4D7,PLXD1
Q9Y4D2,DGLA
Q9Y4D1,DAAM1
Q9Y4C8,RBM19
Q9Y4C5,CHST2
Q9Y4C4,MFHA1
Q9Y4C2,TCAF1
Q9Y4C1,KDM3A
Q9Y4C0,NRX3A
Q9Y4B6,DCAF1
Q9Y4B5,MTCL1
Q9Y4B4,ARIP4
Q9Y4A9,O10H1
Q9Y4A8,NF2L3
Q9Y4A5,TRRAP
Q9Y4A0,JERKL
Q9Y496,KIF3A
Q9Y493,ZAN
Q9Y490,TLN1
Q9Y487,VPP2
Q9Y485,DMXL1
Q9Y484,WIPI4
Q9Y483,MTF2
Q9Y478,AAKB1
Q9Y473,ZN175
Q9Y471,CMAH
Q9Y468,LMBL1
Q9Y467,SALL2
Q9Y466,NR2E1
Q9Y463,DYR1B
Q9Y462,ZN711
Q9Y458,TBX22
Q9Y450,HBS1L
Q9Y448,SKAP
Q9Y446,PKP3
Q9Y442,CV024
Q9Y426,C2CD2
Q9Y421,FA32A
Q9Y3Z3,SAMH1
Q9Y3Y4,PYGO1
Q9Y3Y2,CHTOP
Q9Y3X0,CCDC9
Q9Y3V2,RWDD3
Q9Y3U8,RL36
Q9Y3T9,NOC2L
Q9Y3T6,R3HC1
Q9Y3S2,ZN330
Q9Y3S1,WNK2
Q9Y3R5,DOP2
Q9Y3R4,NEUR2
Q9Y3R0,GRIP1
Q9Y3Q8,T22D4
Q9Y3Q7,ADA18
Q9Y3Q4,HCN4
Q9Y3Q3,TMED3
Q9Y3Q0,"NALD2"
Q9Y3P9,RBGP1
Q9Y3P8,SIT1
Q9Y3P4,RHBD3
Q9Y3N9,OR2W1
Q9Y3M9,ZN337
Q9Y3M8,STA13
Q9Y3M2,CBY1
Q9Y3L5,RAP2C
Q9Y3L3,3BP1
Q9Y3I1,FBX7
Q9Y3I0,RTCB
Q9Y3F4,STRAP
Q9Y3F1,TA6P
Q9Y3E7,CHMP3
Q9Y3E5,PTH2
Q9Y3E2,BOLA1
Q9Y3E1,HDGR3
Q9Y3E0,GOT1B
Q9Y3D9,RT23
Q9Y3D8,KAD6
Q9Y3D7,TIM16
Q9Y3D6,FIS1
Q9Y3D5,RT18C
Q9Y3D3,RT16
Q9Y3D2,MSRB2
Q9Y3D0,CIA2B
Q9Y3C8,UFC1
Q9Y3C7,MED31
Q9Y3C6,PPIL1
Q9Y3C5,RNF11
Q9Y3C4,TPRKB
Q9Y3C1,NOP16
Q9Y3C0,WASC3
Q9Y3B9,RRP15
Q9Y3B8,ORN
Q9Y3B7,RM11
Q9Y3B6,EMC9
Q9Y3B4,SF3B6
Q9Y3B3,TMED7
Q9Y3B2,EXOS1
Q9Y3B1,PLD3B
Q9Y3A6,TMED5
Q9Y3A5,SBDS
Q9Y3A4,RRP7A
Q9Y3A3,PHOCN
Q9Y3A2,UTP11
Q9Y3A0,COQ4
Q9Y399,RT02
Q9Y397,ZDHC9
Q9Y394,DHRS7
Q9Y388,RBMX2
Q9Y385,UB2J1
Q9Y383,LC7L2
Q9Y376,CAB39
Q9Y375,CIA30
Q9Y371,SHLB1
Q9Y366,IFT52
Q9Y365,STA10
Q9Y345,SC6A5
Q9Y343,SNX24
Q9Y342,PLLP
Q9Y337,KLK5
Q9Y336,SIGL9
Q9Y334,VWA7
Q9Y333,LSM2
Q9Y330,ZBT12
Q9Y328,NSG2
Q9Y324,FCF1
Q9Y320,TMX2
Q9Y316,MEMO1
Q9Y315,DEOC
Q9Y314,NOSIP
Q9Y312,AAR2
Q9Y305,ACOT9
Q9Y303,"NAGA"
Q9Y2Z9,COQ6
Q9Y2Z4,SYYM
Q9Y2Z2,MTO1
Q9Y2Z0,SGT1
Q9Y2Y9,KLF13
Q9Y2Y8,PRG3
